"year_month","customer_id","monthly_rfm_score","segment"
"2016-06-01 00:00:00+07","MV-18190","322","New Customers"
"2016-06-01 00:00:00+07","LC-16885","321","New Customers"
"2016-06-01 00:00:00+07","IG-15085","343","New Customers"
"2016-06-01 00:00:00+07","FM-14380","344","New Customers"
"2016-06-01 00:00:00+07","JL-15175","344","New Customers"
"2016-06-01 00:00:00+07","JJ-15445","355","New Customers"
"2016-06-01 00:00:00+07","LS-17245","343","New Customers"
"2016-06-01 00:00:00+07","PV-18985","314","New Customers"
"2016-06-01 00:00:00+07","EB-13705","331","New Customers"
"2016-06-01 00:00:00+07","JS-15685","342","New Customers"
"2016-06-01 00:00:00+07","VM-21835","334","New Customers"
"2016-06-01 00:00:00+07","MH-17290","332","New Customers"
"2016-06-01 00:00:00+07","AR-10825","331","New Customers"
"2016-06-01 00:00:00+07","SC-20050","342","New Customers"
"2016-06-01 00:00:00+07","GT-14710","354","New Customers"
"2016-06-01 00:00:00+07","SS-20590","355","New Customers"
"2016-06-01 00:00:00+07","CR-12730","355","New Customers"
"2016-06-01 00:00:00+07","PO-19180","331","New Customers"
"2016-06-01 00:00:00+07","AW-10930","312","New Customers"
"2016-06-01 00:00:00+07","SC-20725","312","New Customers"
"2016-06-01 00:00:00+07","CB-12415","333","New Customers"
"2016-06-01 00:00:00+07","DV-13045","355","New Customers"
"2016-06-01 00:00:00+07","MZ-17515","325","New Customers"
"2016-06-01 00:00:00+07","SV-20365","331","New Customers"
"2016-06-01 00:00:00+07","ES-14020","343","New Customers"
"2016-06-01 00:00:00+07","SE-20110","322","New Customers"
"2016-06-01 00:00:00+07","JB-16000","355","New Customers"
"2016-06-01 00:00:00+07","OT-18730","321","New Customers"
"2016-06-01 00:00:00+07","DB-13210","343","New Customers"
"2016-06-01 00:00:00+07","TC-21295","332","New Customers"
"2016-06-01 00:00:00+07","GM-14680","343","New Customers"
"2016-06-01 00:00:00+07","BF-11215","332","New Customers"
"2016-06-01 00:00:00+07","RD-19810","354","New Customers"
"2016-06-01 00:00:00+07","RS-19870","355","New Customers"
"2016-06-01 00:00:00+07","FM-14290","335","New Customers"
"2016-06-01 00:00:00+07","SC-20230","343","New Customers"
"2016-06-01 00:00:00+07","RB-19795","323","New Customers"
"2016-06-01 00:00:00+07","CK-12595","312","New Customers"
"2016-06-01 00:00:00+07","ME-17320","321","New Customers"
"2016-06-01 00:00:00+07","DB-13060","332","New Customers"
"2016-06-01 00:00:00+07","LP-17095","332","New Customers"
"2016-06-01 00:00:00+07","JS-15940","333","New Customers"
"2016-06-01 00:00:00+07","JL-15235","322","New Customers"
"2016-06-01 00:00:00+07","CK-12205","324","New Customers"
"2016-06-01 00:00:00+07","KL-16645","312","New Customers"
"2016-06-01 00:00:00+07","EN-13780","311","New Customers"
"2016-06-01 00:00:00+07","KD-16270","344","New Customers"
"2016-06-01 00:00:00+07","EH-13765","314","New Customers"
"2016-05-01 00:00:00+07","BP-11290","313","New Customers"
"2016-05-01 00:00:00+07","NM-18520","323","New Customers"
"2016-05-01 00:00:00+07","JM-16195","343","New Customers"
"2016-05-01 00:00:00+07","EM-14140","311","New Customers"
"2016-05-01 00:00:00+07","RW-19690","355","New Customers"
"2016-05-01 00:00:00+07","MY-17380","311","New Customers"
"2016-05-01 00:00:00+07","AH-10690","311","New Customers"
"2016-05-01 00:00:00+07","AT-10735","322","New Customers"
"2016-05-01 00:00:00+07","EB-13750","323","New Customers"
"2016-05-01 00:00:00+07","NL-18310","344","New Customers"
"2016-05-01 00:00:00+07","BG-11695","331","New Customers"
"2016-05-01 00:00:00+07","JG-15310","343","New Customers"
"2016-05-01 00:00:00+07","RB-19360","314","New Customers"
"2016-05-01 00:00:00+07","RL-19615","331","New Customers"
"2016-05-01 00:00:00+07","KC-16675","332","New Customers"
"2016-05-01 00:00:00+07","VD-21670","343","New Customers"
"2016-05-01 00:00:00+07","CL-12565","311","New Customers"
"2016-05-01 00:00:00+07","TN-21040","342","New Customers"
"2016-05-01 00:00:00+07","EH-13765","312","New Customers"
"2016-05-01 00:00:00+07","LS-17245","355","New Customers"
"2016-05-01 00:00:00+07","LA-16780","321","New Customers"
"2016-05-01 00:00:00+07","BS-11665","321","New Customers"
"2016-05-01 00:00:00+07","MS-17710","312","New Customers"
"2016-05-01 00:00:00+07","TB-21280","314","New Customers"
"2016-05-01 00:00:00+07","TH-21235","323","New Customers"
"2016-05-01 00:00:00+07","CP-12085","333","New Customers"
"2016-05-01 00:00:00+07","CM-12235","313","New Customers"
"2016-05-01 00:00:00+07","SV-20785","311","New Customers"
"2016-05-01 00:00:00+07","JB-16045","321","New Customers"
"2016-05-01 00:00:00+07","EH-14125","322","New Customers"
"2016-05-01 00:00:00+07","DP-13390","355","New Customers"
"2016-05-01 00:00:00+07","KL-16645","331","New Customers"
"2016-05-01 00:00:00+07","LD-17005","354","New Customers"
"2016-05-01 00:00:00+07","AP-10720","355","New Customers"
"2016-05-01 00:00:00+07","CC-12370","311","New Customers"
"2016-05-01 00:00:00+07","AF-10870","311","New Customers"
"2016-05-01 00:00:00+07","JF-15490","355","New Customers"
"2016-05-01 00:00:00+07","JE-15610","343","New Customers"
"2016-05-01 00:00:00+07","CP-12340","343","New Customers"
"2016-05-01 00:00:00+07","SH-19975","355","New Customers"
"2016-05-01 00:00:00+07","LC-16930","331","New Customers"
"2016-05-01 00:00:00+07","AS-10285","324","New Customers"
"2016-05-01 00:00:00+07","LH-17155","323","New Customers"
"2016-05-01 00:00:00+07","DB-13210","355","New Customers"
"2016-05-01 00:00:00+07","JK-15730","331","New Customers"
"2016-05-01 00:00:00+07","RB-19465","311","New Customers"
"2016-05-01 00:00:00+07","LE-16810","332","New Customers"
"2016-05-01 00:00:00+07","BT-11395","355","New Customers"
"2016-05-01 00:00:00+07","BN-11515","311","New Customers"
"2016-05-01 00:00:00+07","RP-19855","324","New Customers"
"2016-05-01 00:00:00+07","EB-13930","323","New Customers"
"2016-05-01 00:00:00+07","LW-17215","314","New Customers"
"2016-05-01 00:00:00+07","AG-10900","323","New Customers"
"2016-05-01 00:00:00+07","DO-13435","355","New Customers"
"2016-05-01 00:00:00+07","SC-20095","322","New Customers"
"2016-05-01 00:00:00+07","JR-15670","332","New Customers"
"2016-05-01 00:00:00+07","SN-20710","322","New Customers"
"2016-05-01 00:00:00+07","DP-13000","355","New Customers"
"2016-05-01 00:00:00+07","TT-21220","355","New Customers"
"2016-05-01 00:00:00+07","MN-17935","355","New Customers"
"2016-05-01 00:00:00+07","MK-17905","313","New Customers"
"2016-05-01 00:00:00+07","VG-21805","355","New Customers"
"2016-05-01 00:00:00+07","HM-14860","332","New Customers"
"2016-05-01 00:00:00+07","FM-14215","344","New Customers"
"2016-05-01 00:00:00+07","JM-15580","344","New Customers"
"2016-05-01 00:00:00+07","VM-21835","333","New Customers"
"2016-05-01 00:00:00+07","TT-21070","355","New Customers"
"2016-05-01 00:00:00+07","RD-19720","355","New Customers"
"2016-05-01 00:00:00+07","CS-12400","331","New Customers"
"2016-05-01 00:00:00+07","GM-14500","334","New Customers"
"2016-05-01 00:00:00+07","CV-12805","311","New Customers"
"2016-05-01 00:00:00+07","JW-16075","324","New Customers"
"2016-05-01 00:00:00+07","MB-18085","355","New Customers"
"2016-05-01 00:00:00+07","RS-19420","354","New Customers"
"2016-05-01 00:00:00+07","PS-18970","355","New Customers"
"2016-05-01 00:00:00+07","TH-21100","355","New Customers"
"2016-05-01 00:00:00+07","SS-20590","344","New Customers"
"2016-05-01 00:00:00+07","TB-21625","355","New Customers"
"2016-05-01 00:00:00+07","GB-14530","343","New Customers"
"2016-05-01 00:00:00+07","CJ-12010","311","New Customers"
"2016-05-01 00:00:00+07","BE-11455","313","New Customers"
"2016-05-01 00:00:00+07","BF-11005","333","New Customers"
"2016-05-01 00:00:00+07","ND-18370","344","New Customers"
"2016-05-01 00:00:00+07","LW-16990","331","New Customers"
"2016-05-01 00:00:00+07","AH-10465","344","New Customers"
"2016-05-01 00:00:00+07","ZD-21925","355","New Customers"
"2016-05-01 00:00:00+07","DM-13015","322","New Customers"
"2016-05-01 00:00:00+07","PJ-18835","355","New Customers"
"2016-05-01 00:00:00+07","SM-20905","311","New Customers"
"2016-05-01 00:00:00+07","CB-12415","314","New Customers"
"2016-05-01 00:00:00+07","NR-18550","342","New Customers"
"2016-05-01 00:00:00+07","CC-12475","334","New Customers"
"2016-05-01 00:00:00+07","DL-12865","343","New Customers"
"2016-05-01 00:00:00+07","BD-11770","344","New Customers"
"2016-05-01 00:00:00+07","AS-10090","324","New Customers"
"2016-05-01 00:00:00+07","HF-14995","322","New Customers"
"2016-04-01 00:00:00+07","JL-15835","355","New Customers"
"2016-04-01 00:00:00+07","KD-16615","343","New Customers"
"2016-04-01 00:00:00+07","BF-11170","314","New Customers"
"2016-04-01 00:00:00+07","EH-14005","355","New Customers"
"2016-04-01 00:00:00+07","NB-18655","322","New Customers"
"2016-04-01 00:00:00+07","RB-19570","355","New Customers"
"2016-04-01 00:00:00+07","BO-11350","344","New Customers"
"2016-04-01 00:00:00+07","DB-13360","332","New Customers"
"2016-04-01 00:00:00+07","JL-15850","313","New Customers"
"2016-04-01 00:00:00+07","CA-12055","343","New Customers"
"2016-04-01 00:00:00+07","JL-15130","355","New Customers"
"2016-04-01 00:00:00+07","CL-12700","321","New Customers"
"2016-04-01 00:00:00+07","HK-14890","354","New Customers"
"2016-04-01 00:00:00+07","AF-10870","334","New Customers"
"2016-04-01 00:00:00+07","GK-14620","322","New Customers"
"2016-04-01 00:00:00+07","MJ-17740","323","New Customers"
"2016-04-01 00:00:00+07","PG-18895","354","New Customers"
"2016-04-01 00:00:00+07","TN-21040","311","New Customers"
"2016-04-01 00:00:00+07","EL-13735","344","New Customers"
"2016-04-01 00:00:00+07","TT-21460","355","New Customers"
"2016-04-01 00:00:00+07","MM-17920","334","New Customers"
"2016-04-01 00:00:00+07","BT-11680","311","New Customers"
"2016-04-01 00:00:00+07","SP-20545","323","New Customers"
"2016-04-01 00:00:00+07","DN-13690","355","New Customers"
"2016-04-01 00:00:00+07","JO-15280","313","New Customers"
"2016-04-01 00:00:00+07","KM-16720","312","New Customers"
"2016-04-01 00:00:00+07","GM-14455","311","New Customers"
"2016-04-01 00:00:00+07","CS-12490","325","New Customers"
"2016-04-01 00:00:00+07","CR-12580","333","New Customers"
"2016-04-01 00:00:00+07","RF-19840","333","New Customers"
"2016-04-01 00:00:00+07","TH-21115","321","New Customers"
"2016-04-01 00:00:00+07","CS-12175","344","New Customers"
"2016-04-01 00:00:00+07","JM-15535","343","New Customers"
"2016-04-01 00:00:00+07","SW-20350","322","New Customers"
"2016-04-01 00:00:00+07","BS-11365","321","New Customers"
"2016-04-01 00:00:00+07","PK-19075","323","New Customers"
"2016-04-01 00:00:00+07","BM-11785","355","New Customers"
"2016-04-01 00:00:00+07","AP-10915","355","New Customers"
"2016-04-01 00:00:00+07","RB-19795","311","New Customers"
"2016-04-01 00:00:00+07","BD-11320","331","New Customers"
"2016-04-01 00:00:00+07","MY-18295","324","New Customers"
"2016-04-01 00:00:00+07","JK-16120","343","New Customers"
"2016-04-01 00:00:00+07","KT-16465","321","New Customers"
"2016-04-01 00:00:00+07","JM-15580","355","New Customers"
"2016-04-01 00:00:00+07","PB-19150","342","New Customers"
"2016-04-01 00:00:00+07","TB-21400","344","New Customers"
"2016-04-01 00:00:00+07","SP-20920","355","New Customers"
"2016-04-01 00:00:00+07","JF-15295","323","New Customers"
"2016-04-01 00:00:00+07","TB-21175","313","New Customers"
"2016-04-01 00:00:00+07","BD-11605","322","New Customers"
"2016-04-01 00:00:00+07","BP-11290","332","New Customers"
"2016-04-01 00:00:00+07","FM-14215","334","New Customers"
"2016-04-01 00:00:00+07","QJ-19255","355","New Customers"
"2016-04-01 00:00:00+07","JR-16210","355","New Customers"
"2016-04-01 00:00:00+07","HF-14995","332","New Customers"
"2016-04-01 00:00:00+07","EB-13750","354","New Customers"
"2016-04-01 00:00:00+07","JL-15505","312","New Customers"
"2016-04-01 00:00:00+07","PG-18820","355","New Customers"
"2016-04-01 00:00:00+07","RM-19375","342","New Customers"
"2016-04-01 00:00:00+07","CK-12595","355","New Customers"
"2016-04-01 00:00:00+07","EH-14125","333","New Customers"
"2016-04-01 00:00:00+07","LC-17140","314","New Customers"
"2016-04-01 00:00:00+07","ZC-21910","321","New Customers"
"2016-04-01 00:00:00+07","CK-12325","323","New Customers"
"2016-04-01 00:00:00+07","YC-21895","331","New Customers"
"2016-04-01 00:00:00+07","Dl-13600","332","New Customers"
"2016-04-01 00:00:00+07","AS-10240","324","New Customers"
"2016-04-01 00:00:00+07","ES-14080","354","New Customers"
"2016-04-01 00:00:00+07","SF-20200","355","New Customers"
"2016-04-01 00:00:00+07","VM-21685","331","New Customers"
"2016-04-01 00:00:00+07","JH-16180","331","New Customers"
"2016-04-01 00:00:00+07","EH-14185","332","New Customers"
"2016-04-01 00:00:00+07","ME-17320","333","New Customers"
"2016-04-01 00:00:00+07","BC-11125","323","New Customers"
"2016-04-01 00:00:00+07","SR-20740","355","New Customers"
"2016-04-01 00:00:00+07","ZD-21925","322","New Customers"
"2016-04-01 00:00:00+07","CS-11950","344","New Customers"
"2016-04-01 00:00:00+07","DJ-13420","331","New Customers"
"2016-04-01 00:00:00+07","RB-19360","312","New Customers"
"2016-04-01 00:00:00+07","DB-12910","355","New Customers"
"2016-04-01 00:00:00+07","FP-14320","321","New Customers"
"2016-04-01 00:00:00+07","DW-13540","344","New Customers"
"2016-04-01 00:00:00+07","BB-10990","334","New Customers"
"2016-03-01 00:00:00+07","CS-11950","322","New Customers"
"2016-03-01 00:00:00+07","EH-13990","342","New Customers"
"2016-03-01 00:00:00+07","CP-12085","355","New Customers"
"2016-03-01 00:00:00+07","JM-15250","312","New Customers"
"2016-03-01 00:00:00+07","ME-17320","321","New Customers"
"2016-03-01 00:00:00+07","TB-21595","332","New Customers"
"2016-03-01 00:00:00+07","CC-12220","311","New Customers"
"2016-03-01 00:00:00+07","AS-10045","354","New Customers"
"2016-03-01 00:00:00+07","DS-13180","314","New Customers"
"2016-03-01 00:00:00+07","MV-17485","334","New Customers"
"2016-03-01 00:00:00+07","DB-13210","323","New Customers"
"2016-03-01 00:00:00+07","SP-20545","332","New Customers"
"2016-03-01 00:00:00+07","DK-12835","344","New Customers"
"2016-03-01 00:00:00+07","TB-21280","331","New Customers"
"2016-03-01 00:00:00+07","VG-21805","355","New Customers"
"2016-03-01 00:00:00+07","DR-12880","332","New Customers"
"2016-03-01 00:00:00+07","DC-12850","322","New Customers"
"2016-03-01 00:00:00+07","MC-17275","343","New Customers"
"2016-03-01 00:00:00+07","RB-19645","344","New Customers"
"2016-03-01 00:00:00+07","KT-16465","322","New Customers"
"2016-03-01 00:00:00+07","DM-12955","334","New Customers"
"2016-03-01 00:00:00+07","PB-19105","355","New Customers"
"2016-03-01 00:00:00+07","ZC-21910","311","New Customers"
"2016-03-01 00:00:00+07","RD-19660","332","New Customers"
"2016-03-01 00:00:00+07","AH-10030","344","New Customers"
"2016-03-01 00:00:00+07","BT-11440","344","New Customers"
"2016-03-01 00:00:00+07","SV-20935","334","New Customers"
"2016-03-01 00:00:00+07","CC-12610","354","New Customers"
"2016-03-01 00:00:00+07","RO-19780","343","New Customers"
"2016-03-01 00:00:00+07","DB-13060","331","New Customers"
"2016-03-01 00:00:00+07","VM-21835","333","New Customers"
"2016-03-01 00:00:00+07","AC-10660","344","New Customers"
"2016-03-01 00:00:00+07","CS-12355","344","New Customers"
"2016-03-01 00:00:00+07","GZ-14470","321","New Customers"
"2016-03-01 00:00:00+07","PL-18925","344","New Customers"
"2016-03-01 00:00:00+07","FC-14335","321","New Customers"
"2016-03-01 00:00:00+07","MY-18295","332","New Customers"
"2016-03-01 00:00:00+07","SJ-20125","312","New Customers"
"2016-03-01 00:00:00+07","HZ-14950","355","New Customers"
"2016-03-01 00:00:00+07","MM-18280","343","New Customers"
"2016-03-01 00:00:00+07","JS-15880","322","New Customers"
"2016-03-01 00:00:00+07","SP-20650","323","New Customers"
"2016-03-01 00:00:00+07","AB-10060","322","New Customers"
"2016-03-01 00:00:00+07","DB-13360","344","New Customers"
"2016-03-01 00:00:00+07","LT-17110","322","New Customers"
"2016-03-01 00:00:00+07","EH-13765","331","New Customers"
"2016-03-01 00:00:00+07","TW-21025","322","New Customers"
"2016-03-01 00:00:00+07","SC-20770","311","New Customers"
"2016-03-01 00:00:00+07","CK-12595","355","New Customers"
"2016-03-01 00:00:00+07","DK-13225","311","New Customers"
"2016-03-01 00:00:00+07","MC-18130","355","New Customers"
"2016-03-01 00:00:00+07","SW-20245","355","New Customers"
"2016-03-01 00:00:00+07","BT-11485","355","New Customers"
"2016-03-01 00:00:00+07","JP-16135","332","New Customers"
"2016-03-01 00:00:00+07","ON-18715","323","New Customers"
"2016-03-01 00:00:00+07","MB-18085","343","New Customers"
"2016-03-01 00:00:00+07","KF-16285","331","New Customers"
"2016-03-01 00:00:00+07","MH-17785","343","New Customers"
"2016-03-01 00:00:00+07","RH-19510","331","New Customers"
"2016-03-01 00:00:00+07","CJ-12010","343","New Customers"
"2016-03-01 00:00:00+07","BD-11770","344","New Customers"
"2016-03-01 00:00:00+07","RB-19465","343","New Customers"
"2016-03-01 00:00:00+07","PS-18760","312","New Customers"
"2016-03-01 00:00:00+07","PG-18820","355","New Customers"
"2016-03-01 00:00:00+07","GB-14575","323","New Customers"
"2016-03-01 00:00:00+07","BD-11620","333","New Customers"
"2016-03-01 00:00:00+07","EB-13705","355","New Customers"
"2016-03-01 00:00:00+07","JB-16045","322","New Customers"
"2016-03-01 00:00:00+07","LC-16870","312","New Customers"
"2016-03-01 00:00:00+07","RW-19630","333","New Customers"
"2016-03-01 00:00:00+07","MG-17890","355","New Customers"
"2016-03-01 00:00:00+07","EM-13810","343","New Customers"
"2016-03-01 00:00:00+07","RD-19480","343","New Customers"
"2016-03-01 00:00:00+07","RF-19345","355","New Customers"
"2016-03-01 00:00:00+07","AA-10315","311","New Customers"
"2016-03-01 00:00:00+07","CC-12670","343","New Customers"
"2016-03-01 00:00:00+07","BH-11710","321","New Customers"
"2016-03-01 00:00:00+07","JG-15310","332","New Customers"
"2016-03-01 00:00:00+07","TS-21160","334","New Customers"
"2016-03-01 00:00:00+07","KD-16270","311","New Customers"
"2016-02-01 00:00:00+07","LC-16870","343","New Customers"
"2016-02-01 00:00:00+07","RR-19525","354","New Customers"
"2016-02-01 00:00:00+07","DL-12865","343","New Customers"
"2016-02-01 00:00:00+07","DW-13540","355","New Customers"
"2016-02-01 00:00:00+07","EB-13930","344","New Customers"
"2016-02-01 00:00:00+07","BD-11725","344","New Customers"
"2016-02-01 00:00:00+07","AC-10420","344","New Customers"
"2016-02-01 00:00:00+07","PV-18985","332","New Customers"
"2016-02-01 00:00:00+07","TZ-21580","322","New Customers"
"2016-02-01 00:00:00+07","LC-16960","322","New Customers"
"2016-02-01 00:00:00+07","MC-17635","312","New Customers"
"2016-02-01 00:00:00+07","EA-14035","312","New Customers"
"2016-02-01 00:00:00+07","BV-11245","322","New Customers"
"2016-02-01 00:00:00+07","AH-10210","355","New Customers"
"2016-02-01 00:00:00+07","CK-12760","314","New Customers"
"2016-02-01 00:00:00+07","GT-14710","322","New Customers"
"2016-02-01 00:00:00+07","JD-15790","343","New Customers"
"2016-02-01 00:00:00+07","GW-14605","322","New Customers"
"2016-02-01 00:00:00+07","JF-15565","322","New Customers"
"2016-02-01 00:00:00+07","PG-18820","322","New Customers"
"2016-02-01 00:00:00+07","FM-14380","343","New Customers"
"2016-02-01 00:00:00+07","DK-13090","312","New Customers"
"2016-02-01 00:00:00+07","RD-19810","343","New Customers"
"2016-02-01 00:00:00+07","JS-15880","321","New Customers"
"2016-02-01 00:00:00+07","PB-19210","344","New Customers"
"2016-02-01 00:00:00+07","JR-16210","323","New Customers"
"2016-02-01 00:00:00+07","CH-12070","331","New Customers"
"2016-02-01 00:00:00+07","MH-17440","343","New Customers"
"2016-02-01 00:00:00+07","BE-11410","355","New Customers"
"2016-02-01 00:00:00+07","EB-13975","332","New Customers"
"2016-02-01 00:00:00+07","CA-12265","333","New Customers"
"2016-02-01 00:00:00+07","KB-16240","343","New Customers"
"2016-02-01 00:00:00+07","AZ-10750","311","New Customers"
"2016-02-01 00:00:00+07","PP-18955","311","New Customers"
"2016-02-01 00:00:00+07","MS-17365","344","New Customers"
"2016-02-01 00:00:00+07","TB-21520","355","New Customers"
"2016-02-01 00:00:00+07","JB-15400","344","New Customers"
"2016-02-01 00:00:00+07","LC-17050","331","New Customers"
"2016-02-01 00:00:00+07","AB-10105","343","New Customers"
"2016-02-01 00:00:00+07","NS-18640","344","New Customers"
"2016-02-01 00:00:00+07","SE-20110","321","New Customers"
"2016-02-01 00:00:00+07","SM-20950","343","New Customers"
"2016-01-01 00:00:00+07","SC-20050","333","New Customers"
"2016-01-01 00:00:00+07","AB-10150","355","New Customers"
"2016-01-01 00:00:00+07","BF-11170","321","New Customers"
"2016-01-01 00:00:00+07","JK-15325","355","New Customers"
"2016-01-01 00:00:00+07","TB-21250","332","New Customers"
"2016-01-01 00:00:00+07","SC-20725","322","New Customers"
"2016-01-01 00:00:00+07","DF-13135","321","New Customers"
"2016-01-01 00:00:00+07","HE-14800","343","New Customers"
"2016-01-01 00:00:00+07","JF-15490","355","New Customers"
"2016-01-01 00:00:00+07","HG-14965","324","New Customers"
"2016-01-01 00:00:00+07","JD-15895","311","New Customers"
"2016-01-01 00:00:00+07","TB-21355","335","New Customers"
"2016-01-01 00:00:00+07","CB-12535","321","New Customers"
"2016-01-01 00:00:00+07","CB-12415","344","New Customers"
"2016-01-01 00:00:00+07","BT-11530","333","New Customers"
"2016-01-01 00:00:00+07","AJ-10795","312","New Customers"
"2016-01-01 00:00:00+07","TB-21280","355","New Customers"
"2016-01-01 00:00:00+07","PG-18895","355","New Customers"
"2016-01-01 00:00:00+07","CM-11935","322","New Customers"
"2016-01-01 00:00:00+07","FP-14320","324","New Customers"
"2016-01-01 00:00:00+07","MC-17275","355","New Customers"
"2016-01-01 00:00:00+07","TD-20995","331","New Customers"
"2016-01-01 00:00:00+07","DL-13495","342","New Customers"
"2016-01-01 00:00:00+07","CC-12430","311","New Customers"
"2016-01-01 00:00:00+07","EH-13945","334","New Customers"
"2016-01-01 00:00:00+07","BE-11335","344","New Customers"
"2016-01-01 00:00:00+07","WB-21850","313","New Customers"
"2016-01-01 00:00:00+07","Dp-13240","322","New Customers"
"2016-01-01 00:00:00+07","RC-19825","343","New Customers"
"2016-01-01 00:00:00+07","AG-10675","322","New Customers"
"2016-01-01 00:00:00+07","DE-13255","314","New Customers"
"2016-01-01 00:00:00+07","MP-17470","344","New Customers"
"2016-01-01 00:00:00+07","JB-16000","355","New Customers"
"2016-01-01 00:00:00+07","KB-16585","323","New Customers"
"2016-01-01 00:00:00+07","LA-16780","321","New Customers"
"2016-01-01 00:00:00+07","MF-17665","355","New Customers"
"2016-01-01 00:00:00+07","VS-21820","323","New Customers"
"2016-01-01 00:00:00+07","JO-15145","321","New Customers"
"2016-01-01 00:00:00+07","DW-13480","354","New Customers"
"2016-01-01 00:00:00+07","NM-18520","334","New Customers"
"2016-01-01 00:00:00+07","BP-11185","333","New Customers"
"2016-01-01 00:00:00+07","EB-13975","331","New Customers"
"2016-01-01 00:00:00+07","CA-12310","322","New Customers"
"2016-01-01 00:00:00+07","BO-11350","321","New Customers"
"2016-01-01 00:00:00+07","LR-16915","343","New Customers"
"2016-01-01 00:00:00+07","BM-11575","322","New Customers"
"2015-12-01 00:00:00+07","AH-10690","343","New Customers"
"2015-12-01 00:00:00+07","BG-11035","323","New Customers"
"2015-12-01 00:00:00+07","KC-16255","312","New Customers"
"2015-12-01 00:00:00+07","JO-15280","332","New Customers"
"2015-12-01 00:00:00+07","TB-21625","325","New Customers"
"2015-12-01 00:00:00+07","CL-12565","311","New Customers"
"2015-12-01 00:00:00+07","RF-19840","355","New Customers"
"2015-12-01 00:00:00+07","EM-13960","324","New Customers"
"2015-12-01 00:00:00+07","FH-14350","355","New Customers"
"2015-12-01 00:00:00+07","BT-11485","322","New Customers"
"2015-12-01 00:00:00+07","RE-19450","332","New Customers"
"2015-12-01 00:00:00+07","AH-10030","321","New Customers"
"2015-12-01 00:00:00+07","MD-17350","343","New Customers"
"2015-12-01 00:00:00+07","AG-10900","313","New Customers"
"2015-12-01 00:00:00+07","SN-20710","311","New Customers"
"2015-12-01 00:00:00+07","SP-20860","312","New Customers"
"2015-12-01 00:00:00+07","DR-12940","355","New Customers"
"2015-12-01 00:00:00+07","KN-16450","355","New Customers"
"2015-12-01 00:00:00+07","DB-13120","311","New Customers"
"2015-12-01 00:00:00+07","RB-19705","343","New Customers"
"2015-12-01 00:00:00+07","MC-18100","312","New Customers"
"2015-12-01 00:00:00+07","BD-11605","355","New Customers"
"2015-12-01 00:00:00+07","DF-13135","343","New Customers"
"2015-12-01 00:00:00+07","JK-15640","312","New Customers"
"2015-12-01 00:00:00+07","LH-16900","322","New Customers"
"2015-12-01 00:00:00+07","DL-13495","313","New Customers"
"2015-12-01 00:00:00+07","RA-19285","321","New Customers"
"2015-12-01 00:00:00+07","SM-20320","355","New Customers"
"2015-12-01 00:00:00+07","MB-17305","325","New Customers"
"2015-12-01 00:00:00+07","JD-16150","332","New Customers"
"2015-12-01 00:00:00+07","JK-15625","331","New Customers"
"2015-12-01 00:00:00+07","HM-14860","311","New Customers"
"2015-12-01 00:00:00+07","JB-15925","312","New Customers"
"2015-12-01 00:00:00+07","KT-16465","324","New Customers"
"2015-12-01 00:00:00+07","JR-15670","332","New Customers"
"2015-12-01 00:00:00+07","MS-17365","311","New Customers"
"2015-12-01 00:00:00+07","HR-14830","321","New Customers"
"2015-12-01 00:00:00+07","BD-11500","343","New Customers"
"2015-12-01 00:00:00+07","BT-11305","334","New Customers"
"2015-12-01 00:00:00+07","JS-15880","331","New Customers"
"2015-12-01 00:00:00+07","LS-17245","344","New Customers"
"2015-12-01 00:00:00+07","RD-19720","324","New Customers"
"2015-12-01 00:00:00+07","SZ-20035","311","New Customers"
"2015-12-01 00:00:00+07","AH-10075","455","At Risk"
"2015-12-01 00:00:00+07","ER-13855","444","At Risk"
"2015-12-01 00:00:00+07","ED-13885","444","At Risk"
"2015-12-01 00:00:00+07","GZ-14470","425","At Risk"
"2015-12-01 00:00:00+07","EM-14200","455","At Risk"
"2015-12-01 00:00:00+07","CS-12130","444","At Risk"
"2015-12-01 00:00:00+07","JM-15865","454","At Risk"
"2015-12-01 00:00:00+07","AI-10855","455","At Risk"
"2015-12-01 00:00:00+07","MH-17785","444","At Risk"
"2015-12-01 00:00:00+07","KD-16345","411","At Risk"
"2015-12-01 00:00:00+07","PR-18880","443","At Risk"
"2015-12-01 00:00:00+07","EK-13795","455","At Risk"
"2015-12-01 00:00:00+07","SM-20950","413","At Risk"
"2015-12-01 00:00:00+07","PM-19135","421","At Risk"
"2015-12-01 00:00:00+07","JG-15160","431","At Risk"
"2015-12-01 00:00:00+07","JK-15370","422","At Risk"
"2015-12-01 00:00:00+07","LM-17065","432","At Risk"
"2015-12-01 00:00:00+07","RB-19645","414","At Risk"
"2015-12-01 00:00:00+07","MW-18220","443","At Risk"
"2015-12-01 00:00:00+07","MK-17905","455","At Risk"
"2015-12-01 00:00:00+07","JL-15835","411","At Risk"
"2015-12-01 00:00:00+07","PG-18895","412","At Risk"
"2015-12-01 00:00:00+07","SG-20080","455","At Risk"
"2015-12-01 00:00:00+07","RR-19525","422","At Risk"
"2015-12-01 00:00:00+07","JH-15985","421","At Risk"
"2015-12-01 00:00:00+07","NF-18385","411","At Risk"
"2015-12-01 00:00:00+07","EH-13945","455","At Risk"
